"Provinsi","Kota","Jumlah AHH","AHH","Jumlah RLS","RLS","Jumlah HLS","HLS","Pengeluaran","PPK","Jumlah IPM","IPM"
"Jawa Timur","Lamongan","74.86","Tinggi","8.34","Sedang","14.02","Tinggi","  12,019.00 ","Tinggi","74.53","=IF(K252>=80,""Sangat Tinggi"",IF(K252>=70,""Tinggi"",IF(K252>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Gresik","74.24","Tinggi","10.01","Tinggi","13.97","Tinggi","  13,870.00 ","Tinggi","77.98","=IF(K253>=80,""Sangat Tinggi"",IF(K253>=70,""Tinggi"",IF(K253>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Bangkalan","73.29","Tinggi","5.99","Rendah","11.97","Sedang","  9,438.00 ","Sedang","65.75","=IF(K254>=80,""Sangat Tinggi"",IF(K254>=70,""Tinggi"",IF(K254>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Sampang","73.49","Tinggi","5.07","Rendah","12.54","Tinggi","  9,363.00 ","Sedang","64.13","=IF(K255>=80,""Sangat Tinggi"",IF(K255>=70,""Tinggi"",IF(K255>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Pamekasan","73.51","Tinggi","7.15","Sedang","13.68","Tinggi","  9,420.00 ","Sedang","67.96","=IF(K256>=80,""Sangat Tinggi"",IF(K256>=70,""Tinggi"",IF(K256>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Sumenep","73.69","Tinggi","5.94","Rendah","13.58","Tinggi","  9,807.00 ","Sedang","68.61","=IF(K257>=80,""Sangat Tinggi"",IF(K257>=70,""Tinggi"",IF(K257>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Kediri","75.74","Tinggi","10.69","Tinggi","15.45","Tinggi","  13,276.00 ","Tinggi","80.44","=IF(K258>=80,""Sangat Tinggi"",IF(K258>=70,""Tinggi"",IF(K258>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Blitar","74.97","Tinggi","10.78","Tinggi","14.57","Tinggi","  14,548.00 ","Tinggi","80.63","=IF(K259>=80,""Sangat Tinggi"",IF(K259>=70,""Tinggi"",IF(K259>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Malang","75.32","Tinggi","10.94","Tinggi","15.77","Tinggi","  17,222.00 ","Tinggi","83.39","=IF(K260>=80,""Sangat Tinggi"",IF(K260>=70,""Tinggi"",IF(K260>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Probolinggo","74.1","Tinggi","9.56","Sedang","13.73","Tinggi","  12,999.00 ","Tinggi","75.43","=IF(K261>=80,""Sangat Tinggi"",IF(K261>=70,""Tinggi"",IF(K261>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Pasuruan","74.64","Tinggi","9.78","Sedang","13.66","Tinggi","  14,250.00 ","Tinggi","77.17","=IF(K262>=80,""Sangat Tinggi"",IF(K262>=70,""Tinggi"",IF(K262>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Mojokerto","75.8","Tinggi","11.05","Tinggi","14.04","Tinggi","  14,422.00 ","Tinggi","80.07","=IF(K263>=80,""Sangat Tinggi"",IF(K263>=70,""Tinggi"",IF(K263>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Madiun","75.4","Tinggi","11.82","Tinggi","14.44","Tinggi","  17,115.00 ","Tinggi","82.71","=IF(K264>=80,""Sangat Tinggi"",IF(K264>=70,""Tinggi"",IF(K264>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Surabaya","75.82","Tinggi","10.7","Tinggi","14.85","Tinggi","  18,977.00 ","Tinggi","83.45","=IF(K265>=80,""Sangat Tinggi"",IF(K265>=70,""Tinggi"",IF(K265>=60,""Sedang"",""Rendah"")))"
"Jawa Timur","Kota Batu","75.14","Tinggi","9.85","Sedang","14.56","Tinggi","  13,603.00 ","Tinggi","78.18","=IF(K266>=80,""Sangat Tinggi"",IF(K266>=70,""Tinggi"",IF(K266>=60,""Sedang"",""Rendah"")))"
"Banten","Pandeglang","74.01","Tinggi","7.15","Sedang","13.73","Tinggi","  9,151.00 ","Sedang","66.42","=IF(K267>=80,""Sangat Tinggi"",IF(K267>=70,""Tinggi"",IF(K267>=60,""Sedang"",""Rendah"")))"
"Banten","Lebak","73.8","Tinggi","6.6","Rendah","12.1","Tinggi","  9,130.00 ","Sedang","65.21","=IF(K268>=80,""Sangat Tinggi"",IF(K268>=70,""Tinggi"",IF(K268>=60,""Sedang"",""Rendah"")))"
"Banten","Tangerang","75.18","Tinggi","8.93","Sedang","12.87","Tinggi","  12,749.00 ","Tinggi","73.43","=IF(K269>=80,""Sangat Tinggi"",IF(K269>=70,""Tinggi"",IF(K269>=60,""Sedang"",""Rendah"")))"
"Banten","Serang","74.62","Tinggi","7.79","Sedang","12.86","Tinggi","  11,320.00 ","Tinggi","68.39","=IF(K270>=80,""Sangat Tinggi"",IF(K270>=70,""Tinggi"",IF(K270>=60,""Sedang"",""Rendah"")))"
"Banten","Kota Tangerang","75.3","Tinggi","10.91","Tinggi","13.89","Tinggi","  15,377.00 ","Tinggi","79.46","=IF(K271>=80,""Sangat Tinggi"",IF(K271>=70,""Tinggi"",IF(K271>=60,""Sedang"",""Rendah"")))"
"Banten","Kota Cilegon","74.81","Tinggi","10.38","Tinggi","13.21","Tinggi","  13,663.00 ","Tinggi","74.54","=IF(K272>=80,""Sangat Tinggi"",IF(K272>=70,""Tinggi"",IF(K272>=60,""Sedang"",""Rendah"")))"
"Banten","Kota Serang","75.13","Tinggi","8.91","Sedang","12.82","Tinggi","  14,088.00 ","Tinggi","73.48","=IF(K273>=80,""Sangat Tinggi"",IF(K273>=70,""Tinggi"",IF(K273>=60,""Sedang"",""Rendah"")))"
"Banten","Kota Tangerang Selatan","75.64","Tinggi","11.85","Tinggi","14.68","Tinggi","  16,225.00 ","Tinggi","82.28","=IF(K274>=80,""Sangat Tinggi"",IF(K274>=70,""Tinggi"",IF(K274>=60,""Sedang"",""Rendah"")))"
"Bali","Jembrana","74.84","Tinggi","8.65","Sedang","13.02","Tinggi","  12,236.00 ","Tinggi","74.04","=IF(K275>=80,""Sangat Tinggi"",IF(K275>=70,""Tinggi"",IF(K275>=60,""Sedang"",""Rendah"")))"
"Bali","Tabanan","75.41","Tinggi","9.35","Sedang","13.04","Tinggi","  14,832.00 ","Tinggi","77.43","=IF(K276>=80,""Sangat Tinggi"",IF(K276>=70,""Tinggi"",IF(K276>=60,""Sedang"",""Rendah"")))"
"Bali","Badung","75.73","Tinggi","10.9","Tinggi","14.22","Tinggi","  17,915.00 ","Tinggi","83.08","=IF(K277>=80,""Sangat Tinggi"",IF(K277>=70,""Tinggi"",IF(K277>=60,""Sedang"",""Rendah"")))"
"Bali","Gianyar","75.45","Tinggi","9.8","Sedang","14.09","Tinggi","  15,047.00 ","Tinggi","79.24","=IF(K278>=80,""Sangat Tinggi"",IF(K278>=70,""Tinggi"",IF(K278>=60,""Sedang"",""Rendah"")))"
"Bali","Klungkung","74.61","Tinggi","8.48","Sedang","13.12","Tinggi","  11,760.00 ","Tinggi","73.11","=IF(K279>=80,""Sangat Tinggi"",IF(K279>=70,""Tinggi"",IF(K279>=60,""Sedang"",""Rendah"")))"
"Bali","Bangli","73.98","Tinggi","7.57","Sedang","12.52","Tinggi","  11,670.00 ","Tinggi","70.79","=IF(K280>=80,""Sangat Tinggi"",IF(K280>=70,""Tinggi"",IF(K280>=60,""Sedang"",""Rendah"")))"
"Bali","Karangasem","73.93","Tinggi","6.68","Rendah","12.63","Tinggi","  10,753.00 ","Tinggi","68.91","=IF(K281>=80,""Sangat Tinggi"",IF(K281>=70,""Tinggi"",IF(K281>=60,""Sedang"",""Rendah"")))"
"Bali","Buleleng","74.65","Tinggi","7.57","Sedang","13.27","Tinggi","  13,987.00 ","Tinggi","73.97","=IF(K282>=80,""Sangat Tinggi"",IF(K282>=70,""Tinggi"",IF(K282>=60,""Sedang"",""Rendah"")))"
"Bali","Kota Denpasar","75.59","Tinggi","11.52","Tinggi","14.11","Tinggi","  20,128.00 ","Tinggi","84.73","=IF(K283>=80,""Sangat Tinggi"",IF(K283>=70,""Tinggi"",IF(K283>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Lombok Barat","72.37","Tinggi","6.87","Rendah","13.98","Tinggi","  11,960.00 ","Tinggi","70.15","=IF(K284>=80,""Sangat Tinggi"",IF(K284>=70,""Tinggi"",IF(K284>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Lombok Tengah","71.39","Tinggi","6.61","Rendah","13.87","Tinggi","  10,948.00 ","Tinggi","68.40","=IF(K285>=80,""Sangat Tinggi"",IF(K285>=70,""Tinggi"",IF(K285>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Lombok Timur","71.72","Tinggi","7.12","Sedang","14.06","Tinggi","  10,152.00 ","Tinggi","68.41","=IF(K286>=80,""Sangat Tinggi"",IF(K286>=70,""Tinggi"",IF(K286>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Sumbawa","72.41","Tinggi","8.52","Sedang","13.24","Tinggi","  9,981.00 ","Sedang","69.87","=IF(K287>=80,""Sangat Tinggi"",IF(K287>=70,""Tinggi"",IF(K287>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Dompu","71.54","Tinggi","8.97","Sedang","13.83","Tinggi","  9,404.00 ","Sedang","69.98","=IF(K288>=80,""Sangat Tinggi"",IF(K288>=70,""Tinggi"",IF(K288>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Bima","71.65","Tinggi","8.29","Sedang","13.65","Tinggi","  8,963.00 ","Sedang","68.28","=IF(K289>=80,""Sangat Tinggi"",IF(K289>=70,""Tinggi"",IF(K289>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Sumbawa Barat","72.65","Tinggi","8.98","Sedang","13.66","Tinggi","  12,214.00 ","Tinggi","73.17","=IF(K290>=80,""Sangat Tinggi"",IF(K290>=70,""Tinggi"",IF(K290>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Lombok Utara","71.26","Tinggi","6.39","Rendah","13.01","Tinggi","  9,785.00 ","Sedang","66.62","=IF(K291>=80,""Sangat Tinggi"",IF(K291>=70,""Tinggi"",IF(K291>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Kota Mataram","74.65","Tinggi","9.56","Sedang","15.67","Tinggi","  15,894.00 ","Tinggi","80.09","=IF(K292>=80,""Sangat Tinggi"",IF(K292>=70,""Tinggi"",IF(K292>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Barat","Kota Bima","72.97","Tinggi","10.95","Tinggi","15.06","Tinggi","  11,740.00 ","Tinggi","77.36","=IF(K293>=80,""Sangat Tinggi"",IF(K293>=70,""Tinggi"",IF(K293>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Sumba Barat","71.16","Tinggi","6.92","Rendah","13.26","Tinggi","  7,993.00 ","Rendah","65.22","=IF(K294>=80,""Sangat Tinggi"",IF(K294>=70,""Tinggi"",IF(K294>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Sumba Timur","71.31","Tinggi","7.57","Sedang","12.86","Tinggi","  10,008.00 ","Tinggi","67.05","=IF(K295>=80,""Sangat Tinggi"",IF(K295>=70,""Tinggi"",IF(K295>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Kupang","69.24","Sedang","7.42","Sedang","13.89","Tinggi","  8,220.00 ","Sedang","65.82","=IF(K296>=80,""Sangat Tinggi"",IF(K296>=70,""Tinggi"",IF(K296>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Timor Tengah Selatan","71.02","Tinggi","6.97","Rendah","12.61","Tinggi","  7,450.00 ","Rendah","63.58","=IF(K297>=80,""Sangat Tinggi"",IF(K297>=70,""Tinggi"",IF(K297>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Timor Tengah Utara","70.75","Tinggi","8.16","Sedang","13.35","Tinggi","  6,889.00 ","Rendah","65.16","=IF(K298>=80,""Sangat Tinggi"",IF(K298>=70,""Tinggi"",IF(K298>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Belu","73.97","Tinggi","7.39","Sedang","12.31","Tinggi","  7,907.00 ","Rendah","63.83","=IF(K299>=80,""Sangat Tinggi"",IF(K299>=70,""Tinggi"",IF(K299>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Alor","70.55","Tinggi","8.45","Sedang","12.28","Tinggi","  7,565.00 ","Rendah","62.99","=IF(K300>=80,""Sangat Tinggi"",IF(K300>=70,""Tinggi"",IF(K300>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Lembata","73","Tinggi","8.26","Sedang","12.46","Tinggi","  7,962.00 ","Rendah","66.12","=IF(K301>=80,""Sangat Tinggi"",IF(K301>=70,""Tinggi"",IF(K301>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Flores Timur","73.57","Tinggi","8.04","Sedang","12.95","Tinggi","  8,223.00 ","Sedang","65.79","=IF(K302>=80,""Sangat Tinggi"",IF(K302>=70,""Tinggi"",IF(K302>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Sikka","73.97","Tinggi","6.98","Rendah","13.66","Tinggi","  8,678.00 ","Sedang","66.89","=IF(K303>=80,""Sangat Tinggi"",IF(K303>=70,""Tinggi"",IF(K303>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Ende","72.74","Tinggi","8.2","Sedang","13.82","Tinggi","  9,739.00 ","Sedang","68.63","=IF(K304>=80,""Sangat Tinggi"",IF(K304>=70,""Tinggi"",IF(K304>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Ngada","74.12","Tinggi","8.82","Sedang","12.74","Tinggi","  9,350.00 ","Sedang","69.14","=IF(K305>=80,""Sangat Tinggi"",IF(K305>=70,""Tinggi"",IF(K305>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Manggarai","72.2","Tinggi","7.63","Sedang","13.71","Tinggi","  7,903.00 ","Rendah","66.42","=IF(K306>=80,""Sangat Tinggi"",IF(K306>=70,""Tinggi"",IF(K306>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Rote Ndao","69.55","Sedang","7.82","Sedang","13.22","Tinggi","  7,061.00 ","Rendah","64.00","=IF(K307>=80,""Sangat Tinggi"",IF(K307>=70,""Tinggi"",IF(K307>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Manggarai Barat","72.59","Tinggi","7.94","Sedang","12.53","Tinggi","  7,913.00 ","Rendah","65.81","=IF(K308>=80,""Sangat Tinggi"",IF(K308>=70,""Tinggi"",IF(K308>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Sumba Tengah","69.21","Sedang","7","Sedang","13.13","Tinggi","  6,484.00 ","Rendah","63.48","=IF(K309>=80,""Sangat Tinggi"",IF(K309>=70,""Tinggi"",IF(K309>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Sumba Barat Daya","68.99","Sedang","6.38","Rendah","13.1","Tinggi","  7,080.00 ","Rendah","63.74","=IF(K310>=80,""Sangat Tinggi"",IF(K310>=70,""Tinggi"",IF(K310>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Nagekeo","72.24","Tinggi","8.14","Sedang","12.59","Tinggi","  8,706.00 ","Sedang","67.07","=IF(K311>=80,""Sangat Tinggi"",IF(K311>=70,""Tinggi"",IF(K311>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Manggarai Timur","72.79","Tinggi","7.7","Sedang","12.59","Tinggi","  6,276.00 ","Rendah","63.24","=IF(K312>=80,""Sangat Tinggi"",IF(K312>=70,""Tinggi"",IF(K312>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Sabu Raijua","66.46","Sedang","6.98","Rendah","13.18","Tinggi","  5,899.00 ","Rendah","58.89","=IF(K313>=80,""Sangat Tinggi"",IF(K313>=70,""Tinggi"",IF(K313>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Malaka","71.28","Tinggi","7.13","Sedang","12.82","Tinggi","  6,569.00 ","Rendah","62.06","=IF(K314>=80,""Sangat Tinggi"",IF(K314>=70,""Tinggi"",IF(K314>=60,""Sedang"",""Rendah"")))"
"Nusa Tenggara Timur","Kota Kupang","74.66","Tinggi","11.62","Tinggi","16.44","Tinggi","  13,762.00 ","Tinggi","80.62","=IF(K315>=80,""Sangat Tinggi"",IF(K315>=70,""Tinggi"",IF(K315>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Sambas","74.02","Tinggi","6.75","Rendah","12.72","Tinggi","  11,057.00 ","Tinggi","68.69","=IF(K316>=80,""Sangat Tinggi"",IF(K316>=70,""Tinggi"",IF(K316>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Bengkayang","74.2","Tinggi","7.22","Sedang","12.16","Tinggi","  9,859.00 ","Sedang","69.53","=IF(K317>=80,""Sangat Tinggi"",IF(K317>=70,""Tinggi"",IF(K317>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Landak","73.95","Tinggi","7.24","Sedang","12.53","Tinggi","  8,423.00 ","Sedang","68.14","=IF(K318>=80,""Sangat Tinggi"",IF(K318>=70,""Tinggi"",IF(K318>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Mempawah","74.04","Tinggi","7.2","Sedang","12.88","Tinggi","  8,690.00 ","Sedang","67.92","=IF(K319>=80,""Sangat Tinggi"",IF(K319>=70,""Tinggi"",IF(K319>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Sanggau","74.01","Tinggi","7.44","Sedang","11.87","Sedang","  9,213.00 ","Sedang","67.77","=IF(K320>=80,""Sangat Tinggi"",IF(K320>=70,""Tinggi"",IF(K320>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Ketapang","73.58","Tinggi","7.55","Sedang","11.96","Sedang","  9,984.00 ","Sedang","68.68","=IF(K321>=80,""Sangat Tinggi"",IF(K321>=70,""Tinggi"",IF(K321>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Sintang","74.07","Tinggi","7.64","Sedang","12.3","Tinggi","  9,128.00 ","Sedang","68.67","=IF(K322>=80,""Sangat Tinggi"",IF(K322>=70,""Tinggi"",IF(K322>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Kapuas Hulu","73.33","Tinggi","7.82","Sedang","12.2","Tinggi","  8,055.00 ","Sedang","67.67","=IF(K323>=80,""Sangat Tinggi"",IF(K323>=70,""Tinggi"",IF(K323>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Sekadau","73.93","Tinggi","7.13","Sedang","11.92","Sedang","  7,981.00 ","Rendah","66.33","=IF(K324>=80,""Sangat Tinggi"",IF(K324>=70,""Tinggi"",IF(K324>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Melawi","73.7","Tinggi","7.42","Sedang","11.34","Sedang","  9,155.00 ","Sedang","67.76","=IF(K325>=80,""Sangat Tinggi"",IF(K325>=70,""Tinggi"",IF(K325>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Kayong Utara","72.17","Tinggi","6.35","Rendah","12.12","Tinggi","  8,594.00 ","Sedang","64.79","=IF(K326>=80,""Sangat Tinggi"",IF(K326>=70,""Tinggi"",IF(K326>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Kubu Raya","73.27","Tinggi","7.04","Sedang","13.89","Tinggi","  9,605.00 ","Sedang","69.60","=IF(K327>=80,""Sangat Tinggi"",IF(K327>=70,""Tinggi"",IF(K327>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Kota Pontianak","75.07","Tinggi","10.45","Tinggi","15.04","Tinggi","  15,632.00 ","Tinggi","81.03","=IF(K328>=80,""Sangat Tinggi"",IF(K328>=70,""Tinggi"",IF(K328>=60,""Sedang"",""Rendah"")))"
"Kalimantan Barat","Kota Singkawang","74.42","Tinggi","8.21","Sedang","12.94","Tinggi","  12,457.00 ","Tinggi","73.39","=IF(K329>=80,""Sangat Tinggi"",IF(K329>=70,""Tinggi"",IF(K329>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Kotawaringin Barat","73.13","Tinggi","8.66","Sedang","12.77","Tinggi","  13,798.00 ","Tinggi","74.04","=IF(K330>=80,""Sangat Tinggi"",IF(K330>=70,""Tinggi"",IF(K330>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Kotawaringin Timur","74.22","Tinggi","8.17","Sedang","12.88","Tinggi","  12,546.00 ","Tinggi","72.21","=IF(K331>=80,""Sangat Tinggi"",IF(K331>=70,""Tinggi"",IF(K331>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Kapuas","72.75","Tinggi","7.84","Sedang","12.96","Tinggi","  11,829.00 ","Tinggi","70.75","=IF(K332>=80,""Sangat Tinggi"",IF(K332>=70,""Tinggi"",IF(K332>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Barito Selatan","72.63","Tinggi","9.13","Sedang","12.8","Tinggi","  12,067.00 ","Tinggi","71.65","=IF(K333>=80,""Sangat Tinggi"",IF(K333>=70,""Tinggi"",IF(K333>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Barito Utara","73.58","Tinggi","8.91","Sedang","12.54","Tinggi","  10,720.00 ","Tinggi","71.84","=IF(K334>=80,""Sangat Tinggi"",IF(K334>=70,""Tinggi"",IF(K334>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Sukamara","74.12","Tinggi","8.17","Sedang","12.16","Tinggi","  9,494.00 ","Sedang","69.44","=IF(K335>=80,""Sangat Tinggi"",IF(K335>=70,""Tinggi"",IF(K335>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Lamandau","73.31","Tinggi","8.67","Sedang","12.52","Tinggi","  12,050.00 ","Tinggi","71.81","=IF(K336>=80,""Sangat Tinggi"",IF(K336>=70,""Tinggi"",IF(K336>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Seruyan","73.09","Tinggi","8","Sedang","12.03","Tinggi","  10,157.00 ","Tinggi","68.68","=IF(K337>=80,""Sangat Tinggi"",IF(K337>=70,""Tinggi"",IF(K337>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Katingan","73.98","Tinggi","8.85","Sedang","12.98","Tinggi","  11,399.00 ","Tinggi","70.28","=IF(K338>=80,""Sangat Tinggi"",IF(K338>=70,""Tinggi"",IF(K338>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Pulang Pisau","72.97","Tinggi","8.27","Sedang","12.51","Tinggi","  10,752.00 ","Tinggi","69.60","=IF(K339>=80,""Sangat Tinggi"",IF(K339>=70,""Tinggi"",IF(K339>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Gunung Mas","73.31","Tinggi","9.25","Sedang","12.05","Tinggi","  11,462.00 ","Tinggi","72.09","=IF(K340>=80,""Sangat Tinggi"",IF(K340>=70,""Tinggi"",IF(K340>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Barito Timur","72.04","Tinggi","9.45","Sedang","12.87","Tinggi","  12,083.00 ","Tinggi","72.70","=IF(K341>=80,""Sangat Tinggi"",IF(K341>=70,""Tinggi"",IF(K341>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Murung Raya","73.23","Tinggi","7.81","Sedang","12.04","Tinggi","  11,053.00 ","Tinggi","69.42","=IF(K342>=80,""Sangat Tinggi"",IF(K342>=70,""Tinggi"",IF(K342>=60,""Sedang"",""Rendah"")))"
"Kalimantan Tengah","Kota Palangka Raya","74.23","Tinggi","11.65","Tinggi","14.99","Tinggi","  14,727.00 ","Tinggi","81.68","=IF(K343>=80,""Sangat Tinggi"",IF(K343>=70,""Tinggi"",IF(K343>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Tanah Laut","74.46","Tinggi","7.92","Sedang","12.41","Tinggi","  12,198.00 ","Tinggi","70.98","=IF(K344>=80,""Sangat Tinggi"",IF(K344>=70,""Tinggi"",IF(K344>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Kotabaru","73.76","Tinggi","7.55","Sedang","12.07","Tinggi","  12,480.00 ","Tinggi","70.18","=IF(K345>=80,""Sangat Tinggi"",IF(K345>=70,""Tinggi"",IF(K345>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Banjar","73.33","Tinggi","7.94","Sedang","13.03","Tinggi","  13,301.00 ","Tinggi","71.46","=IF(K346>=80,""Sangat Tinggi"",IF(K346>=70,""Tinggi"",IF(K346>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Barito Kuala","72.28","Tinggi","7.74","Sedang","12.55","Tinggi","  10,750.00 ","Tinggi","68.11","=IF(K347>=80,""Sangat Tinggi"",IF(K347>=70,""Tinggi"",IF(K347>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Tapin","74.47","Tinggi","8.05","Sedang","12.33","Tinggi","  12,776.00 ","Tinggi","72.00","=IF(K348>=80,""Sangat Tinggi"",IF(K348>=70,""Tinggi"",IF(K348>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Hulu Sungai Selatan","72.52","Tinggi","7.86","Sedang","12.46","Tinggi","  13,743.00 ","Tinggi","70.50","=IF(K349>=80,""Sangat Tinggi"",IF(K349>=70,""Tinggi"",IF(K349>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Hulu Sungai Tengah","72.33","Tinggi","8.29","Sedang","12.24","Tinggi","  12,782.00 ","Tinggi","70.13","=IF(K350>=80,""Sangat Tinggi"",IF(K350>=70,""Tinggi"",IF(K350>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Hulu Sungai Utara","72.21","Tinggi","7.77","Sedang","13.19","Tinggi","  10,491.00 ","Tinggi","67.66","=IF(K351>=80,""Sangat Tinggi"",IF(K351>=70,""Tinggi"",IF(K351>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Tabalong","74.63","Tinggi","9.14","Sedang","12.91","Tinggi","  12,507.00 ","Tinggi","73.85","=IF(K352>=80,""Sangat Tinggi"",IF(K352>=70,""Tinggi"",IF(K352>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Tanah Bumbu","74.28","Tinggi","8.3","Sedang","12.6","Tinggi","  12,516.00 ","Tinggi","72.31","=IF(K353>=80,""Sangat Tinggi"",IF(K353>=70,""Tinggi"",IF(K353>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Balangan","73.69","Tinggi","8.03","Sedang","12.82","Tinggi","  11,888.00 ","Tinggi","70.49","=IF(K354>=80,""Sangat Tinggi"",IF(K354>=70,""Tinggi"",IF(K354>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Kota Banjarmasin","74.88","Tinggi","10.24","Tinggi","13.97","Tinggi","  15,280.00 ","Tinggi","78.50","=IF(K355>=80,""Sangat Tinggi"",IF(K355>=70,""Tinggi"",IF(K355>=60,""Sedang"",""Rendah"")))"
"Kalimantan Selatan","Kota Banjar Baru","74.9","Tinggi","10.99","Tinggi","14.85","Tinggi","  14,524.00 ","Tinggi","80.11","=IF(K356>=80,""Sangat Tinggi"",IF(K356>=70,""Tinggi"",IF(K356>=60,""Sedang"",""Rendah"")))"
"Kalimantan Timur","Paser","73.89","Tinggi","8.91","Sedang","13.37","Tinggi","  11,651.00 ","Tinggi","74.14","=IF(K357>=80,""Sangat Tinggi"",IF(K357>=70,""Tinggi"",IF(K357>=60,""Sedang"",""Rendah"")))"
